,time,Vehicles,ID
12113,18,58,20170319181
12114,19,66,20170319191
12115,20,68,20170319201
12116,21,63,20170319211
12117,22,64,20170319221
12118,23,62,20170319231
12119,0,56,20170320001
12120,1,49,20170320011
12121,2,40,20170320021
12122,3,36,20170320031
12123,4,35,20170320041
12124,5,38,20170320051
12125,6,41,20170320061
12126,7,48,20170320071
12127,8,55,20170320081
12128,9,60,20170320091
12129,10,72,20170320101
12130,11,89,20170320111
12131,12,110,20170320121
12132,13,95,20170320131
12133,14,103,20170320141
12134,15,100,20170320151
12135,16,98,20170320161
12136,17,97,20170320171
12137,18,101,20170320181
12138,19,106,20170320191
12139,20,102,20170320201
12140,21,92,20170320211
12141,22,89,20170320221
12142,23,81,20170320231
12143,0,72,20170321001
12144,1,64,20170321011
12145,2,55,20170321021
12146,3,51,20170321031
12147,4,45,20170321041
12148,5,41,20170321051
12149,6,45,20170321061
12150,7,55,20170321071
12151,8,58,20170321081
12152,9,65,20170321091
12153,10,80,20170321101
12154,11,88,20170321111
12155,12,89,20170321121
12156,13,75,20170321131
12157,14,88,20170321141
12158,15,91,20170321151
12159,16,85,20170321161
12160,17,90,20170321171
12161,18,93,20170321181
12162,19,96,20170321191
12163,20,102,20170321201
12164,21,97,20170321211
12165,22,94,20170321221
12166,23,88,20170321231
12167,0,77,20170322001
12168,1,64,20170322011
12169,2,58,20170322021
12170,3,50,20170322031
12171,4,42,20170322041
12172,5,41,20170322051
12173,6,45,20170322061
12174,7,52,20170322071
12175,8,55,20170322081
12176,9,63,20170322091
12177,10,72,20170322101
12178,11,86,20170322111
12179,12,99,20170322121
12180,13,85,20170322131
12181,14,95,20170322141
12182,15,94,20170322151
12183,16,87,20170322161
12184,17,84,20170322171
12185,18,91,20170322181
12186,19,101,20170322191
12187,20,98,20170322201
12188,21,96,20170322211
12189,22,91,20170322221
12190,23,87,20170322231
12191,0,75,20170323001
12192,1,68,20170323011
12193,2,52,20170323021
12194,3,45,20170323031
12195,4,42,20170323041
12196,5,39,20170323051
12197,6,46,20170323061
12198,7,49,20170323071
12199,8,53,20170323081
12200,9,63,20170323091
12201,10,79,20170323101
12202,11,82,20170323111
12203,12,83,20170323121
12204,13,71,20170323131
12205,14,87,20170323141
12206,15,86,20170323151
12207,16,85,20170323161
12208,17,78,20170323171
12209,18,88,20170323181
12210,19,98,20170323191
12211,20,96,20170323201
12212,21,88,20170323211
12213,22,89,20170323221
12214,23,79,20170323231
12215,0,73,20170324001
12216,1,62,20170324011
12217,2,52,20170324021
12218,3,46,20170324031
12219,4,41,20170324041
12220,5,39,20170324051
12221,6,40,20170324061
12222,7,46,20170324071
12223,8,52,20170324081
12224,9,58,20170324091
12225,10,68,20170324101
12226,11,80,20170324111
12227,12,99,20170324121
12228,13,83,20170324131
12229,14,87,20170324141
12230,15,88,20170324151
12231,16,84,20170324161
12232,17,76,20170324171
12233,18,89,20170324181
12234,19,87,20170324191
12235,20,87,20170324201
12236,21,80,20170324211
12237,22,74,20170324221
12238,23,71,20170324231
12239,0,61,20170325001
12240,1,56,20170325011
12241,2,50,20170325021
12242,3,44,20170325031
12243,4,41,20170325041
12244,5,37,20170325051
12245,6,36,20170325061
12246,7,44,20170325071
12247,8,45,20170325081
12248,9,54,20170325091
12249,10,64,20170325101
12250,11,64,20170325111
12251,12,60,20170325121
12252,13,51,20170325131
12253,14,50,20170325141
12254,15,48,20170325151
12255,16,51,20170325161
12256,17,54,20170325171
12257,18,63,20170325181
12258,19,60,20170325191
12259,20,61,20170325201
12260,21,64,20170325211
12261,22,56,20170325221
12262,23,56,20170325231
12263,0,51,20170326001
12264,1,45,20170326011
12265,2,37,20170326021
12266,3,35,20170326031
12267,4,30,20170326041
12268,5,29,20170326051
12269,6,28,20170326061
12270,7,32,20170326071
12271,8,38,20170326081
12272,9,43,20170326091
12273,10,51,20170326101
12274,11,49,20170326111
12275,12,48,20170326121
12276,13,45,20170326131
12277,14,47,20170326141
12278,15,47,20170326151
12279,16,48,20170326161
12280,17,48,20170326171
12281,18,57,20170326181
12282,19,64,20170326191
12283,20,63,20170326201
12284,21,62,20170326211
12285,22,64,20170326221
12286,23,61,20170326231
12287,0,51,20170327001
12288,1,44,20170327011
12289,2,40,20170327021
12290,3,36,20170327031
12291,4,36,20170327041
12292,5,33,20170327051
12293,6,39,20170327061
12294,7,43,20170327071
12295,8,49,20170327081
12296,9,62,20170327091
12297,10,79,20170327101
12298,11,105,20170327111
12299,12,99,20170327121
12300,13,88,20170327131
12301,14,94,20170327141
12302,15,89,20170327151
12303,16,82,20170327161
12304,17,86,20170327171
12305,18,89,20170327181
12306,19,108,20170327191
12307,20,95,20170327201
12308,21,86,20170327211
12309,22,83,20170327221
12310,23,84,20170327231
12311,0,74,20170328001
12312,1,66,20170328011
12313,2,57,20170328021
12314,3,46,20170328031
12315,4,37,20170328041
12316,5,39,20170328051
12317,6,51,20170328061
12318,7,53,20170328071
12319,8,58,20170328081
12320,9,66,20170328091
12321,10,71,20170328101
12322,11,84,20170328111
12323,12,93,20170328121
12324,13,82,20170328131
12325,14,85,20170328141
12326,15,86,20170328151
12327,16,86,20170328161
12328,17,84,20170328171
12329,18,82,20170328181
12330,19,92,20170328191
12331,20,88,20170328201
12332,21,78,20170328211
12333,22,79,20170328221
12334,23,79,20170328231
12335,0,74,20170329001
12336,1,61,20170329011
12337,2,53,20170329021
12338,3,44,20170329031
12339,4,36,20170329041
12340,5,39,20170329051
12341,6,40,20170329061
12342,7,43,20170329071
12343,8,53,20170329081
12344,9,55,20170329091
12345,10,66,20170329101
12346,11,78,20170329111
12347,12,79,20170329121
12348,13,72,20170329131
12349,14,77,20170329141
12350,15,74,20170329151
12351,16,74,20170329161
12352,17,76,20170329171
12353,18,81,20170329181
12354,19,83,20170329191
12355,20,86,20170329201
12356,21,92,20170329211
12357,22,84,20170329221
12358,23,85,20170329231
12359,0,73,20170330001
12360,1,68,20170330011
12361,2,54,20170330021
12362,3,48,20170330031
12363,4,41,20170330041
12364,5,40,20170330051
12365,6,41,20170330061
12366,7,48,20170330071
12367,8,57,20170330081
12368,9,61,20170330091
12369,10,78,20170330101
12370,11,87,20170330111
12371,12,90,20170330121
12372,13,80,20170330131
12373,14,91,20170330141
12374,15,90,20170330151
12375,16,82,20170330161
12376,17,88,20170330171
12377,18,93,20170330181
12378,19,90,20170330191
12379,20,82,20170330201
12380,21,79,20170330211
12381,22,81,20170330221
12382,23,81,20170330231
12383,0,70,20170331001
12384,1,58,20170331011
12385,2,52,20170331021
12386,3,44,20170331031
12387,4,38,20170331041
12388,5,34,20170331051
12389,6,38,20170331061
12390,7,44,20170331071
12391,8,48,20170331081
12392,9,57,20170331091
12393,10,75,20170331101
12394,11,76,20170331111
12395,12,81,20170331121
12396,13,70,20170331131
12397,14,79,20170331141
12398,15,77,20170331151
12399,16,71,20170331161
12400,17,69,20170331171
12401,18,77,20170331181
12402,19,80,20170331191
12403,20,78,20170331201
12404,21,66,20170331211
12405,22,69,20170331221
12406,23,68,20170331231
12407,0,63,20170401001
12408,1,53,20170401011
12409,2,41,20170401021
12410,3,39,20170401031
12411,4,31,20170401041
12412,5,28,20170401051
12413,6,34,20170401061
12414,7,32,20170401071
12415,8,36,20170401081
12416,9,44,20170401091
12417,10,54,20170401101
12418,11,53,20170401111
12419,12,53,20170401121
12420,13,49,20170401131
12421,14,49,20170401141
12422,15,49,20170401151
12423,16,50,20170401161
12424,17,45,20170401171
12425,18,46,20170401181
12426,19,68,20170401191
12427,20,74,20170401201
12428,21,68,20170401211
12429,22,63,20170401221
12430,23,64,20170401231
12431,0,54,20170402001
12432,1,48,20170402011
12433,2,37,20170402021
12434,3,34,20170402031
12435,4,31,20170402041
12436,5,27,20170402051
12437,6,29,20170402061
12438,7,33,20170402071
12439,8,34,20170402081
12440,9,45,20170402091
12441,10,52,20170402101
12442,11,54,20170402111
12443,12,56,20170402121
12444,13,50,20170402131
12445,14,51,20170402141
12446,15,50,20170402151
12447,16,51,20170402161
12448,17,57,20170402171
12449,18,71,20170402181
12450,19,70,20170402191
12451,20,68,20170402201
12452,21,67,20170402211
12453,22,72,20170402221
12454,23,69,20170402231
12455,0,62,20170403001
12456,1,53,20170403011
12457,2,39,20170403021
12458,3,33,20170403031
12459,4,33,20170403041
12460,5,34,20170403051
12461,6,39,20170403061
12462,7,49,20170403071
12463,8,50,20170403081
12464,9,62,20170403091
12465,10,77,20170403101
12466,11,85,20170403111
12467,12,93,20170403121
12468,13,79,20170403131
12469,14,90,20170403141
12470,15,90,20170403151
12471,16,88,20170403161
12472,17,85,20170403171
12473,18,88,20170403181
12474,19,105,20170403191
12475,20,95,20170403201
12476,21,90,20170403211
12477,22,87,20170403221
12478,23,83,20170403231
12479,0,73,20170404001
12480,1,62,20170404011
12481,2,53,20170404021
12482,3,41,20170404031
12483,4,40,20170404041
12484,5,40,20170404051
12485,6,44,20170404061
12486,7,48,20170404071
12487,8,55,20170404081
12488,9,59,20170404091
12489,10,72,20170404101
12490,11,83,20170404111
12491,12,95,20170404121
12492,13,95,20170404131
12493,14,98,20170404141
12494,15,95,20170404151
12495,16,89,20170404161
12496,17,90,20170404171
12497,18,93,20170404181
12498,19,100,20170404191
12499,20,97,20170404201
12500,21,87,20170404211
12501,22,87,20170404221
12502,23,85,20170404231
12503,0,81,20170405001
12504,1,66,20170405011
12505,2,57,20170405021
12506,3,47,20170405031
12507,4,41,20170405041
12508,5,45,20170405051
12509,6,48,20170405061
12510,7,53,20170405071
12511,8,66,20170405081
12512,9,74,20170405091
12513,10,81,20170405101
12514,11,93,20170405111
12515,12,92,20170405121
12516,13,85,20170405131
12517,14,91,20170405141
12518,15,91,20170405151
12519,16,81,20170405161
12520,17,84,20170405171
12521,18,90,20170405181
12522,19,95,20170405191
12523,20,93,20170405201
12524,21,87,20170405211
12525,22,87,20170405221
12526,23,80,20170405231
12527,0,74,20170406001
12528,1,62,20170406011
12529,2,52,20170406021
12530,3,45,20170406031
12531,4,41,20170406041
12532,5,40,20170406051
12533,6,48,20170406061
12534,7,53,20170406071
12535,8,56,20170406081
12536,9,61,20170406091
12537,10,76,20170406101
12538,11,94,20170406111
12539,12,92,20170406121
12540,13,95,20170406131
12541,14,93,20170406141
12542,15,98,20170406151
12543,16,88,20170406161
12544,17,86,20170406171
12545,18,100,20170406181
12546,19,98,20170406191
12547,20,98,20170406201
12548,21,85,20170406211
12549,22,87,20170406221
12550,23,83,20170406231
12551,0,77,20170407001
12552,1,63,20170407011
12553,2,50,20170407021
12554,3,45,20170407031
12555,4,36,20170407041
12556,5,35,20170407051
12557,6,41,20170407061
12558,7,48,20170407071
12559,8,53,20170407081
12560,9,61,20170407091
12561,10,71,20170407101
12562,11,86,20170407111
12563,12,84,20170407121
12564,13,75,20170407131
12565,14,82,20170407141
12566,15,78,20170407151
12567,16,73,20170407161
12568,17,73,20170407171
12569,18,79,20170407181
12570,19,79,20170407191
12571,20,79,20170407201
12572,21,70,20170407211
12573,22,66,20170407221
12574,23,65,20170407231
12575,0,63,20170408001
12576,1,51,20170408011
12577,2,47,20170408021
12578,3,37,20170408031
12579,4,38,20170408041
12580,5,26,20170408051
12581,6,32,20170408061
12582,7,33,20170408071
12583,8,35,20170408081
12584,9,43,20170408091
12585,10,56,20170408101
12586,11,63,20170408111
12587,12,59,20170408121
12588,13,54,20170408131
12589,14,52,20170408141
12590,15,52,20170408151
12591,16,52,20170408161
12592,17,50,20170408171
12593,18,59,20170408181
12594,19,72,20170408191
12595,20,73,20170408201
12596,21,68,20170408211
12597,22,70,20170408221
12598,23,68,20170408231
12599,0,61,20170409001
12600,1,47,20170409011
12601,2,41,20170409021
12602,3,40,20170409031
12603,4,37,20170409041
12604,5,30,20170409051
12605,6,35,20170409061
12606,7,42,20170409071
12607,8,43,20170409081
12608,9,50,20170409091
12609,10,53,20170409101
12610,11,52,20170409111
12611,12,56,20170409121
12612,13,54,20170409131
12613,14,56,20170409141
12614,15,53,20170409151
12615,16,52,20170409161
12616,17,59,20170409171
12617,18,62,20170409181
12618,19,69,20170409191
12619,20,77,20170409201
12620,21,71,20170409211
12621,22,68,20170409221
12622,23,63,20170409231
12623,0,62,20170410001
12624,1,54,20170410011
12625,2,43,20170410021
12626,3,35,20170410031
12627,4,32,20170410041
12628,5,33,20170410051
12629,6,42,20170410061
12630,7,48,20170410071
12631,8,51,20170410081
12632,9,63,20170410091
12633,10,78,20170410101
12634,11,114,20170410111
12635,12,109,20170410121
12636,13,95,20170410131
12637,14,99,20170410141
12638,15,97,20170410151
12639,16,96,20170410161
12640,17,96,20170410171
12641,18,98,20170410181
12642,19,107,20170410191
12643,20,100,20170410201
12644,21,89,20170410211
12645,22,86,20170410221
12646,23,83,20170410231
12647,0,77,20170411001
12648,1,61,20170411011
12649,2,58,20170411021
12650,3,44,20170411031
12651,4,38,20170411041
12652,5,37,20170411051
12653,6,43,20170411061
12654,7,49,20170411071
12655,8,54,20170411081
12656,9,59,20170411091
12657,10,82,20170411101
12658,11,94,20170411111
12659,12,90,20170411121
12660,13,99,20170411131
12661,14,101,20170411141
12662,15,93,20170411151
12663,16,91,20170411161
12664,17,90,20170411171
12665,18,99,20170411181
12666,19,100,20170411191
12667,20,93,20170411201
12668,21,88,20170411211
12669,22,90,20170411221
12670,23,82,20170411231
12671,0,66,20170412001
12672,1,66,20170412011
12673,2,50,20170412021
12674,3,42,20170412031
12675,4,42,20170412041
12676,5,40,20170412051
12677,6,40,20170412061
12678,7,49,20170412071
12679,8,53,20170412081
12680,9,62,20170412091
12681,10,76,20170412101
12682,11,89,20170412111
12683,12,92,20170412121
12684,13,82,20170412131
12685,14,91,20170412141
12686,15,92,20170412151
12687,16,83,20170412161
12688,17,84,20170412171
12689,18,92,20170412181
12690,19,86,20170412191
12691,20,87,20170412201
12692,21,83,20170412211
12693,22,83,20170412221
12694,23,75,20170412231
12695,0,73,20170413001
12696,1,63,20170413011
12697,2,53,20170413021
12698,3,42,20170413031
12699,4,35,20170413041
12700,5,36,20170413051
12701,6,40,20170413061
12702,7,46,20170413071
12703,8,50,20170413081
12704,9,58,20170413091
12705,10,80,20170413101
12706,11,89,20170413111
12707,12,92,20170413121
12708,13,76,20170413131
12709,14,84,20170413141
12710,15,78,20170413151
12711,16,77,20170413161
12712,17,73,20170413171
12713,18,79,20170413181
12714,19,84,20170413191
12715,20,80,20170413201
12716,21,75,20170413211
12717,22,76,20170413221
12718,23,72,20170413231
12719,0,67,20170414001
12720,1,56,20170414011
12721,2,49,20170414021
12722,3,40,20170414031
12723,4,33,20170414041
12724,5,34,20170414051
12725,6,35,20170414061
12726,7,42,20170414071
12727,8,43,20170414081
12728,9,50,20170414091
12729,10,60,20170414101
12730,11,68,20170414111
12731,12,69,20170414121
12732,13,58,20170414131
12733,14,60,20170414141
12734,15,59,20170414151
12735,16,58,20170414161
12736,17,60,20170414171
12737,18,65,20170414181
12738,19,68,20170414191
12739,20,70,20170414201
12740,21,69,20170414211
12741,22,66,20170414221
12742,23,67,20170414231
12743,0,57,20170415001
12744,1,48,20170415011
12745,2,40,20170415021
12746,3,33,20170415031
12747,4,28,20170415041
12748,5,26,20170415051
12749,6,27,20170415061
12750,7,29,20170415071
12751,8,36,20170415081
12752,9,41,20170415091
12753,10,50,20170415101
12754,11,52,20170415111
12755,12,49,20170415121
12756,13,48,20170415131
12757,14,46,20170415141
12758,15,45,20170415151
12759,16,44,20170415161
12760,17,47,20170415171
12761,18,53,20170415181
12762,19,59,20170415191
12763,20,57,20170415201
12764,21,56,20170415211
12765,22,54,20170415221
12766,23,51,20170415231
12767,0,51,20170416001
12768,1,43,20170416011
12769,2,34,20170416021
12770,3,28,20170416031
12771,4,25,20170416041
12772,5,26,20170416051
12773,6,31,20170416061
12774,7,30,20170416071
12775,8,36,20170416081
12776,9,37,20170416091
12777,10,42,20170416101
12778,11,47,20170416111
12779,12,50,20170416121
12780,13,42,20170416131
12781,14,43,20170416141
12782,15,47,20170416151
12783,16,42,20170416161
12784,17,49,20170416171
12785,18,52,20170416181
12786,19,58,20170416191
12787,20,62,20170416201
12788,21,59,20170416211
12789,22,61,20170416221
12790,23,58,20170416231
12791,0,51,20170417001
12792,1,43,20170417011
12793,2,35,20170417021
12794,3,34,20170417031
12795,4,30,20170417041
12796,5,32,20170417051
12797,6,39,20170417061
12798,7,45,20170417071
12799,8,49,20170417081
12800,9,58,20170417091
12801,10,87,20170417101
12802,11,87,20170417111
12803,12,89,20170417121
12804,13,76,20170417131
12805,14,84,20170417141
12806,15,84,20170417151
12807,16,80,20170417161
12808,17,82,20170417171
12809,18,82,20170417181
12810,19,82,20170417191
12811,20,87,20170417201
12812,21,83,20170417211
12813,22,82,20170417221
12814,23,77,20170417231
12815,0,70,20170418001
12816,1,61,20170418011
12817,2,51,20170418021
12818,3,42,20170418031
12819,4,35,20170418041
12820,5,38,20170418051
12821,6,45,20170418061
12822,7,49,20170418071
12823,8,54,20170418081
12824,9,59,20170418091
12825,10,74,20170418101
12826,11,84,20170418111
12827,12,94,20170418121
12828,13,80,20170418131
12829,14,86,20170418141
12830,15,85,20170418151
12831,16,84,20170418161
12832,17,87,20170418171
12833,18,88,20170418181
12834,19,95,20170418191
12835,20,92,20170418201
12836,21,89,20170418211
12837,22,80,20170418221
12838,23,78,20170418231
12839,0,68,20170419001
12840,1,59,20170419011
12841,2,51,20170419021
12842,3,41,20170419031
12843,4,35,20170419041
12844,5,34,20170419051
12845,6,43,20170419061
12846,7,49,20170419071
12847,8,55,20170419081
12848,9,61,20170419091
12849,10,88,20170419101
12850,11,102,20170419111
12851,12,96,20170419121
12852,13,86,20170419131
12853,14,93,20170419141
12854,15,92,20170419151
12855,16,85,20170419161
12856,17,90,20170419171
12857,18,97,20170419181
12858,19,96,20170419191
12859,20,97,20170419201
12860,21,91,20170419211
12861,22,81,20170419221
12862,23,81,20170419231
12863,0,79,20170420001
12864,1,63,20170420011
12865,2,54,20170420021
12866,3,44,20170420031
12867,4,38,20170420041
12868,5,41,20170420051
12869,6,46,20170420061
12870,7,49,20170420071
12871,8,54,20170420081
12872,9,63,20170420091
12873,10,79,20170420101
12874,11,86,20170420111
12875,12,93,20170420121
12876,13,78,20170420131
12877,14,85,20170420141
12878,15,90,20170420151
12879,16,83,20170420161
12880,17,81,20170420171
12881,18,86,20170420181
12882,19,87,20170420191
12883,20,87,20170420201
12884,21,83,20170420211
12885,22,78,20170420221
12886,23,74,20170420231
12887,0,70,20170421001
12888,1,59,20170421011
12889,2,51,20170421021
12890,3,43,20170421031
12891,4,34,20170421041
12892,5,34,20170421051
12893,6,38,20170421061
12894,7,48,20170421071
12895,8,50,20170421081
12896,9,56,20170421091
12897,10,72,20170421101
12898,11,80,20170421111
12899,12,98,20170421121
12900,13,81,20170421131
12901,14,87,20170421141
12902,15,86,20170421151
12903,16,78,20170421161
12904,17,80,20170421171
12905,18,85,20170421181
12906,19,84,20170421191
12907,20,82,20170421201
12908,21,76,20170421211
12909,22,70,20170421221
12910,23,65,20170421231
12911,0,61,20170422001
12912,1,55,20170422011
12913,2,46,20170422021
12914,3,40,20170422031
12915,4,36,20170422041
12916,5,26,20170422051
12917,6,30,20170422061
12918,7,32,20170422071
12919,8,38,20170422081
12920,9,41,20170422091
12921,10,46,20170422101
12922,11,54,20170422111
12923,12,58,20170422121
12924,13,48,20170422131
12925,14,47,20170422141
12926,15,48,20170422151
12927,16,47,20170422161
12928,17,52,20170422171
12929,18,56,20170422181
12930,19,57,20170422191
12931,20,65,20170422201
12932,21,61,20170422211
12933,22,63,20170422221
12934,23,56,20170422231
12935,0,54,20170423001
12936,1,46,20170423011
12937,2,36,20170423021
12938,3,38,20170423031
12939,4,35,20170423041
12940,5,33,20170423051
12941,6,33,20170423061
12942,7,34,20170423071
12943,8,39,20170423081
12944,9,45,20170423091
12945,10,53,20170423101
12946,11,52,20170423111
12947,12,62,20170423121
12948,13,57,20170423131
12949,14,53,20170423141
12950,15,53,20170423151
12951,16,49,20170423161
12952,17,54,20170423171
12953,18,63,20170423181
12954,19,68,20170423191
12955,20,64,20170423201
12956,21,65,20170423211
12957,22,65,20170423221
12958,23,59,20170423231
12959,0,59,20170424001
12960,1,50,20170424011
12961,2,42,20170424021
12962,3,38,20170424031
12963,4,35,20170424041
12964,5,35,20170424051
12965,6,48,20170424061
12966,7,55,20170424071
12967,8,57,20170424081
12968,9,61,20170424091
12969,10,77,20170424101
12970,11,97,20170424111
12971,12,97,20170424121
12972,13,89,20170424131
12973,14,93,20170424141
12974,15,87,20170424151
12975,16,87,20170424161
12976,17,86,20170424171
12977,18,92,20170424181
12978,19,98,20170424191
12979,20,96,20170424201
12980,21,92,20170424211
12981,22,88,20170424221
12982,23,81,20170424231
12983,0,77,20170425001
12984,1,63,20170425011
12985,2,52,20170425021
12986,3,48,20170425031
12987,4,40,20170425041
12988,5,40,20170425051
12989,6,47,20170425061
12990,7,55,20170425071
12991,8,57,20170425081
12992,9,69,20170425091
12993,10,78,20170425101
12994,11,87,20170425111
12995,12,92,20170425121
12996,13,85,20170425131
12997,14,93,20170425141
12998,15,87,20170425151
12999,16,88,20170425161
13000,17,82,20170425171
13001,18,89,20170425181
13002,19,94,20170425191
13003,20,93,20170425201
13004,21,89,20170425211
13005,22,83,20170425221
13006,23,79,20170425231
13007,0,71,20170426001
13008,1,61,20170426011
13009,2,55,20170426021
13010,3,46,20170426031
13011,4,41,20170426041
13012,5,38,20170426051
13013,6,43,20170426061
13014,7,49,20170426071
13015,8,54,20170426081
13016,9,63,20170426091
13017,10,78,20170426101
13018,11,89,20170426111
13019,12,94,20170426121
13020,13,78,20170426131
13021,14,88,20170426141
13022,15,89,20170426151
13023,16,86,20170426161
13024,17,89,20170426171
13025,18,96,20170426181
13026,19,95,20170426191
13027,20,88,20170426201
13028,21,78,20170426211
13029,22,84,20170426221
13030,23,78,20170426231
13031,0,76,20170427001
13032,1,65,20170427011
13033,2,54,20170427021
13034,3,45,20170427031
13035,4,39,20170427041
13036,5,38,20170427051
13037,6,43,20170427061
13038,7,53,20170427071
13039,8,53,20170427081
13040,9,61,20170427091
13041,10,83,20170427101
13042,11,91,20170427111
13043,12,89,20170427121
13044,13,85,20170427131
13045,14,84,20170427141
13046,15,85,20170427151
13047,16,79,20170427161
13048,17,81,20170427171
13049,18,85,20170427181
13050,19,83,20170427191
13051,20,87,20170427201
13052,21,79,20170427211
13053,22,79,20170427221
13054,23,76,20170427231
13055,0,65,20170428001
13056,1,60,20170428011
13057,2,53,20170428021
13058,3,41,20170428031
13059,4,37,20170428041
13060,5,35,20170428051
13061,6,39,20170428061
13062,7,50,20170428071
13063,8,47,20170428081
13064,9,53,20170428091
13065,10,64,20170428101
13066,11,81,20170428111
13067,12,78,20170428121
13068,13,73,20170428131
13069,14,74,20170428141
13070,15,73,20170428151
13071,16,70,20170428161
13072,17,68,20170428171
13073,18,68,20170428181
13074,19,69,20170428191
13075,20,73,20170428201
13076,21,66,20170428211
13077,22,62,20170428221
13078,23,64,20170428231
13079,0,60,20170429001
13080,1,52,20170429011
13081,2,42,20170429021
13082,3,40,20170429031
13083,4,30,20170429041
13084,5,27,20170429051
13085,6,33,20170429061
13086,7,29,20170429071
13087,8,35,20170429081
13088,9,39,20170429091
13089,10,54,20170429101
13090,11,55,20170429111
13091,12,52,20170429121
13092,13,47,20170429131
13093,14,47,20170429141
13094,15,43,20170429151
13095,16,46,20170429161
13096,17,46,20170429171
13097,18,47,20170429181
13098,19,53,20170429191
13099,20,59,20170429201
13100,21,53,20170429211
13101,22,55,20170429221
13102,23,51,20170429231
13103,0,47,20170430001
13104,1,42,20170430011
13105,2,35,20170430021
13106,3,36,20170430031
13107,4,25,20170430041
13108,5,26,20170430051
13109,6,29,20170430061
13110,7,30,20170430071
13111,8,37,20170430081
13112,9,39,20170430091
13113,10,43,20170430101
13114,11,47,20170430111
13115,12,46,20170430121
13116,13,47,20170430131
13117,14,42,20170430141
13118,15,45,20170430151
13119,16,43,20170430161
13120,17,45,20170430171
13121,18,53,20170430181
13122,19,58,20170430191
13123,20,54,20170430201
13124,21,56,20170430211
13125,22,58,20170430221
13126,23,58,20170430231
13127,0,51,20170501001
13128,1,49,20170501011
13129,2,39,20170501021
13130,3,35,20170501031
13131,4,37,20170501041
13132,5,33,20170501051
13133,6,34,20170501061
13134,7,42,20170501071
13135,8,45,20170501081
13136,9,48,20170501091
13137,10,60,20170501101
13138,11,70,20170501111
13139,12,65,20170501121
13140,13,40,20170501131
13141,14,65,20170501141
13142,15,61,20170501151
13143,16,35,20170501161
13144,17,70,20170501171
13145,18,74,20170501181
13146,19,83,20170501191
13147,20,84,20170501201
13148,21,78,20170501211
13149,22,76,20170501221
13150,23,73,20170501231
13151,0,72,20170502001
13152,1,59,20170502011
13153,2,51,20170502021
13154,3,45,20170502031
13155,4,36,20170502041
13156,5,37,20170502051
13157,6,46,20170502061
13158,7,48,20170502071
13159,8,53,20170502081
13160,9,60,20170502091
13161,10,81,20170502101
13162,11,87,20170502111
13163,12,91,20170502121
13164,13,92,20170502131
13165,14,94,20170502141
13166,15,98,20170502151
13167,16,84,20170502161
13168,17,89,20170502171
13169,18,90,20170502181
13170,19,102,20170502191
13171,20,95,20170502201
13172,21,88,20170502211
13173,22,86,20170502221
13174,23,80,20170502231
13175,0,73,20170503001
13176,1,68,20170503011
13177,2,52,20170503021
13178,3,44,20170503031
13179,4,38,20170503041
13180,5,40,20170503051
13181,6,47,20170503061
13182,7,51,20170503071
13183,8,55,20170503081
13184,9,65,20170503091
13185,10,79,20170503101
13186,11,87,20170503111
13187,12,95,20170503121
13188,13,82,20170503131
13189,14,93,20170503141
13190,15,91,20170503151
13191,16,84,20170503161
13192,17,86,20170503171
13193,18,88,20170503181
13194,19,92,20170503191
13195,20,91,20170503201
13196,21,86,20170503211
13197,22,86,20170503221
13198,23,74,20170503231
13199,0,70,20170504001
13200,1,62,20170504011
13201,2,54,20170504021
13202,3,46,20170504031
13203,4,37,20170504041
13204,5,32,20170504051
13205,6,42,20170504061
13206,7,46,20170504071
13207,8,49,20170504081
13208,9,58,20170504091
13209,10,93,20170504101
13210,11,103,20170504111
13211,12,101,20170504121
13212,13,85,20170504131
13213,14,98,20170504141
13214,15,95,20170504151
13215,16,94,20170504161
13216,17,89,20170504171
13217,18,91,20170504181
13218,19,92,20170504191
13219,20,88,20170504201
13220,21,82,20170504211
13221,22,80,20170504221
13222,23,80,20170504231
13223,0,74,20170505001
13224,1,61,20170505011
13225,2,54,20170505021
13226,3,43,20170505031
13227,4,37,20170505041
13228,5,34,20170505051
13229,6,45,20170505061
13230,7,52,20170505071
13231,8,54,20170505081
13232,9,62,20170505091
13233,10,74,20170505101
13234,11,87,20170505111
13235,12,89,20170505121
13236,13,83,20170505131
13237,14,90,20170505141
13238,15,81,20170505151
13239,16,80,20170505161
13240,17,81,20170505171
13241,18,84,20170505181
13242,19,81,20170505191
13243,20,76,20170505201
13244,21,74,20170505211
13245,22,71,20170505221
13246,23,70,20170505231
13247,0,64,20170506001
13248,1,53,20170506011
13249,2,42,20170506021
13250,3,36,20170506031
13251,4,29,20170506041
13252,5,27,20170506051
13253,6,28,20170506061
13254,7,32,20170506071
13255,8,35,20170506081
13256,9,46,20170506091
13257,10,46,20170506101
13258,11,52,20170506111
13259,12,54,20170506121
13260,13,48,20170506131
13261,14,48,20170506141
13262,15,44,20170506151
13263,16,49,20170506161
13264,17,47,20170506171
13265,18,51,20170506181
13266,19,51,20170506191
13267,20,57,20170506201
13268,21,53,20170506211
13269,22,54,20170506221
13270,23,52,20170506231
13271,0,47,20170507001
13272,1,43,20170507011
13273,2,36,20170507021
13274,3,30,20170507031
13275,4,27,20170507041
13276,5,25,20170507051
13277,6,27,20170507061
